,hotel_name,price_euros,rating,num_reviews,quality_over_5,quality_type,neighborhood,description
11555,MyHouseSpain - Acogedor piso con patio en Chamberi,1412.0,8.4,23.0,3.0,squares,"Chamberi, Madrid","Apartment with Shower
3 beds (2 twins, 1 full)
Free cancellation"
11556,Melia Madrid Serrano,2069.0,8.7,2920.0,4.0,stars,"Salamanca, Madrid","Standard Double or Twin Room
Beds: 1 double or 2 twins
Breakfast included
Free cancellation"
11557,Hostal La Rúa-Montera,1392.0,8.8,504.0,,,"Madrid City Center, Madrid","Double Room with Private Bathroom
1 full bed
Only 4 rooms left at this price on our site"
11558,Modern Bright - 1Bedroom 1 Bathroom - La Latina,1433.0,9.0,16.0,3.0,squares,"Madrid City Center, Madrid","One-Bedroom Apartment
Entire apartment • 1 bedroom • 1 bathroom • 1 kitchen • 55m²
1 full bed
Free cancellation"
11559,Compostela Suites,774.0,7.7,5294.0,3.0,stars,"San Blas, Madrid","One-Bedroom Apartment (2 Adults)
Private suite • 1 bedroom • 1 living room • 1 bathroom • 37m²
1 full bed"
11560,Exe Zarzuela Park,859.0,8.5,3159.0,3.0,stars,"Moncloa-Aravaca, Madrid","Double or Twin Room
Beds: 1 double or 2 twins"
11561,Hilton Madrid Airport,1944.0,8.5,2785.0,4.0,stars,"Barajas, Madrid","Twin Room
2 twin beds
Free cancellation
No prepayment needed – pay at the property"
11562,Abalú Design Boutique Hotel Gran Via,1762.0,7.8,1547.0,3.0,stars,"Madrid City Center, Madrid","Double Room
1 full bed
Free cancellation"
11563,Rodas 6,1185.0,9.0,45.0,,,"Madrid City Center, Madrid","One-Bedroom Apartment
2 beds (1 full, 1 queen)
Free cancellation
Only 1 left at this price on our site"
11564,Luze Castellana,1163.0,8.4,3457.0,3.0,stars,"Tetuan, Madrid","Double or Twin Room
Multiple bed types
Free cancellation"
11565,PLAZA DE CASTILLA Apartments,957.0,7.3,108.0,,,"Tetuan, Madrid","Two-Bedroom Apartment
Entire apartment • 2 bedrooms • 1 living room • 2 bathrooms
3 beds (2 fulls, 1 sofa bed)
Free cancellation
Only 1 left at this price on our site"
11566,Apartamentos Day Madrid SAN ANTONIO Centro Gran Via Sol Malasaña,1106.0,7.2,133.0,3.0,squares,"Madrid City Center, Madrid","Apartment
Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 45m²
2 beds (1 full, 1 sofa bed)
Free cancellation
Only 3 left at this price on our site"
11567,MintyStay - 1BD Chueca,1259.0,7.7,65.0,4.0,squares,"Madrid City Center, Madrid","One-Bedroom Apartment
Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 74m²
2 beds (1 full, 1 sofa bed)
Free cancellation"
11568,Petit Palace Savoy Alfonso XII,1924.0,8.4,2375.0,4.0,stars,"Retiro, Madrid","Small Double Room
1 full bed
Only 7 rooms left at this price on our site"
11569,Apartamentos Matute 11,1134.0,8.4,2222.0,3.0,squares,"Madrid City Center, Madrid","Studio (2 Adults)
Entire studio • 1 bathroom • 1 kitchen • 30m²
Beds: 1 double or 2 twins
Only 3 left at this price on our site"
11570,Petit Palace Arenal,1524.0,8.6,4322.0,3.0,stars,"Madrid City Center, Madrid","Small Double Room
1 full bed
Free cancellation
Only 1 room left at this price on our site"
11571,Hostal Regio,946.0,8.2,2406.0,2.0,stars,"Madrid City Center, Madrid","Double Room
1 full bed
Only 2 rooms left at this price on our site"
11572,Sonder Sofia,1164.0,9.0,113.0,3.0,stars,"Arganzuela, Madrid","Studio Apartment with King Bed
Entire apartment • 1 bedroom • 1 bathroom • 1 kitchen • 25m²
1 king bed
Only 1 left at this price on our site"
11573,Apartamentos Centro Jardines,1219.0,8.3,1495.0,3.0,squares,"Madrid City Center, Madrid","Studio Apartment
Entire apartment • 1 bedroom • 1 bathroom • 25m²
2 twin beds
Only 1 left at this price on our site"
11574,"voco Madrid Retiro, an IHG Hotel",1753.0,8.7,1946.0,4.0,stars,"Retiro, Madrid","Standard Room
Only 6 rooms left at this price on our site"
11575,"Hotel Madrid Gran Via 25, Affiliated by Meliá",1523.0,7.9,6045.0,3.0,stars,"Madrid City Center, Madrid","Double or Twin Room
Beds: 1 double or 2 twins"
11576,Urbano y refrescante estudio en sótano,1066.0,9.4,9.0,,,"Madrid City Center, Madrid","One-Bedroom Apartment
Entire apartment • 1 bedroom • 1 bathroom • 1 kitchen
1 full bed"
11577,Hostal Evoke Madrid,1935.0,9.0,2603.0,3.0,squares,"Madrid City Center, Madrid","Budget Double Room
1 full bed
Free cancellation
Only 2 rooms left at this price on our site"
11578,For You Rentals NEW Design Apartment TEMPORAL Puerta del Sol PRE10C,1658.0,8.4,240.0,3.0,squares,"Madrid City Center, Madrid","Superior Apartment
Entire apartment • 2 bedrooms • 1 living room • 2 bathrooms • 100m²
3 beds (2 fulls, 1 sofa bed)
Only 1 left at this price on our site"
11579,ARTIEM Madrid,1388.0,9.4,1974.0,4.0,stars,"Ciudad Lineal, Madrid","Superior Double or Twin Room
Beds: 1 double or 2 twins
Only 5 rooms left at this price on our site"
11580,Travesia de las Beatas,1128.0,7.4,38.0,,,"Madrid City Center, Madrid","One-Bedroom Apartment
Entire apartment • 1 bathroom • 1 kitchen • 45m²
Free cancellation"
11581,Coqueto ático en Tetuán para 2 personas 3 1,977.0,10.0,3.0,,,"Tetuan, Madrid","One-Bedroom Apartment
1 full bed
Free cancellation"
11582,NH Madrid Ribera del Manzanares,1397.0,8.6,3694.0,4.0,stars,"Arganzuela, Madrid","Standard Double or Twin Room
Multiple bed types"
11583,Apartamentos ALFISA Puerta del Sol,2113.0,9.3,9.0,4.0,squares,"Madrid City Center, Madrid","Deluxe Apartment
Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 33m²
2 beds (1 full, 1 sofa bed)
Free cancellation
Only 1 left at this price on our site"
11584,La Casa de Postas,1509.0,6.7,82.0,3.0,squares,"Madrid City Center, Madrid","Studio with Balcony
Entire studio • 1 bathroom • 1 kitchen • 30m²
2 beds (1 full, 1 sofa bed)
Free cancellation
Only 1 left at this price on our site"
11585,Loft II en Madrid,914.0,6.3,12.0,,,"Madrid City Center, Madrid","Two-Bedroom Apartment
2 full beds
Free cancellation"
11586,Apartamento VI AlcaláRetiro Ideal Parejas,1344.0,8.8,18.0,3.0,squares,"Salamanca, Madrid","Apartment
Entire apartment • 1 bedroom • 1 bathroom • 1 kitchen • 35m²
2 twin beds
Free cancellation"
11587,Stunning Penthouse in Tetuan for 4 pax - Coruña,1155.0,9.0,3.0,,,"Tetuan, Madrid","One-Bedroom Apartment
2 beds (1 sofa bed, 1 queen)
Free cancellation"
11588,ChicLavapies Center,1064.0,8.7,16.0,3.0,squares,"Madrid City Center, Madrid","Apartment
Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 40m²
2 beds (1 full, 1 sofa bed)"
11589,Ibis Budget Madrid Centro Lavapies,1047.0,8.0,3456.0,1.0,stars,"Madrid City Center, Madrid","Standard Double Room
1 queen bed"
11590,Hostal Fernández Atocha,903.0,7.9,3136.0,,,"Madrid City Center, Madrid","Double Room with Private Bathroom
1 full bed
Free cancellation
Only 1 room left at this price on our site"
11591,Suite N25,497.0,7.8,67.0,3.0,squares,"Puente de Vallecas, Madrid","Premium Quadruple Room
2 beds (1 full, 1 sofa bed)
Only 1 room left at this price on our site"
11592,Room Mate Alicia,1621.0,8.7,2028.0,3.0,stars,"Madrid City Center, Madrid","Exterior Double Room
Beds: 1 double or 2 twins
Only 2 rooms left at this price on our site"
11593,Hostal Abitum Madrid,556.0,7.2,1657.0,2.0,stars,"Tetuan, Madrid","Double Room
1 full bed
Only 1 room left at this price on our site"
11594,Natura LifeStyle Hotel Gran Via,1173.0,7.7,279.0,3.0,stars,"Madrid City Center, Madrid","Double or Twin Room
Beds: 1 double or 2 twins
Free cancellation
Only 1 room left at this price on our site"
11595,"Hotel Indigo Madrid - Princesa, an IHG Hotel",1462.0,8.6,1843.0,3.0,stars,"Moncloa-Aravaca, Madrid","Standard Room
Only 4 rooms left at this price on our site"
11596,Cozy Loft in the Heart of Madrid - La Latina District Latina Toledo VI,1195.0,8.7,13.0,,,"Madrid City Center, Madrid","Studio Apartment
Entire apartment • 1 bathroom • 1 kitchen • 33m²
Only 1 left at this price on our site"
11597,Apartamentos Soho Boutique Hoy No Me Puedo Levantar,1544.0,8.5,1960.0,4.0,squares,"Madrid City Center, Madrid","Suite Deluxe
Private suite • 1 bedroom • 1 living room • 1 bathroom • 30m²
2 beds (1 sofa bed, 1 queen)
Free cancellation
No prepayment needed – pay at the property
Only 6 left at this price on our site"
11598,Mercure Madrid Centro,1696.0,8.4,1933.0,4.0,stars,"Madrid City Center, Madrid","Queen Room
1 queen bed"
11599,NH Madrid Nacional,1827.0,8.6,4047.0,4.0,stars,"Madrid City Center, Madrid","Standard Double or Twin Room
Beds: 1 double or 2 twins"
11600,CC Malasaña,921.0,7.7,1947.0,3.0,stars,"Madrid City Center, Madrid","Economy Double Room with Private Bathroom
1 full bed
Only 2 rooms left at this price on our site"
11601,NH Paseo de la Habana,1514.0,8.1,2384.0,4.0,stars,"Chamartín, Madrid","Standard Double or Twin Room
Beds: 1 double or 2 twins"
11602,Hostal Cuatro Torres,537.0,7.4,13.0,3.0,squares,"Fuencarral-El Pardo, Madrid","Double Room with Private Bathroom
2 twin beds
Free cancellation
Only 1 room left at this price on our site"
11603,Hostal Montaloya,853.0,8.1,2581.0,2.0,stars,"Madrid City Center, Madrid","Double or Twin Room
2 twin beds"
11604,Hostal Main Street Madrid,1235.0,8.9,3193.0,3.0,squares,"Madrid City Center, Madrid","Interior Small Double Room
1 full bed
Only 1 room left at this price on our site"
11605,AC Hotel Los Vascos by Marriott,1391.0,8.7,748.0,3.0,stars,"Moncloa-Aravaca, Madrid","Standard, Guest room, 1 Queen
1 queen bed
Only 7 rooms left at this price on our site"
11606,Cozy apartment in Lavapies - Rods,709.0,6.6,6.0,,,"Madrid City Center, Madrid","One-Bedroom Apartment
1 full bed
Free cancellation"
11607,Madrisol,1253.0,7.3,5019.0,2.0,stars,"Madrid City Center, Madrid","Double or Twin Room
Beds: 1 double or 2 twins
Breakfast included"
11608,Charming Plaza de España II,1052.0,8.6,50.0,3.0,squares,"Moncloa-Aravaca, Madrid","One-Bedroom Apartment
Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 40m²
2 beds (1 full, 1 sofa bed)
Only 1 left at this price on our site"
11609,Roisa Centro,1304.0,8.6,1382.0,4.0,squares,"Madrid City Center, Madrid","Studio
Entire studio • 1 bathroom • 1 kitchen • 23m²
1 full bed
Only 2 left at this price on our site"
11610,Dobo Homes - G53,973.0,8.5,20.0,3.0,squares,"Chamberi, Madrid","Double or Twin Room
1 queen bed
Free cancellation
Only 4 rooms left at this price on our site"
11611,Puerto De la Cruz,918.0,9.2,147.0,3.0,squares,"Fuencarral-El Pardo, Madrid","One-Bedroom Apartment
Entire apartment • 1 bedroom • 1 bathroom • 1 kitchen • 45m²
1 queen bed
Free cancellation
Only 1 left at this price on our site"
11612,Hostal MH Fuencarral,1101.0,8.2,3997.0,3.0,squares,"Madrid City Center, Madrid","Small Double Room
Multiple bed types
Only 1 room left at this price on our site"
11613,Suites Barrio de Salamanca,1470.0,8.3,1207.0,4.0,stars,"Salamanca, Madrid","Standard Double Room
Beds: 1 double or 2 twins
Only 4 left at this price on our site"
11614,Reformado decorado céntrico 1 dormitorio,947.0,8.3,53.0,4.0,squares,"Tetuan, Madrid","One-Bedroom Apartment
Entire apartment • 1 bedroom • 1 bathroom • 1 kitchen • 35m²
1 full bed
Free cancellation
Only 1 left at this price on our site"
11615,Hostal Art Madrid,2142.0,8.9,3366.0,3.0,squares,"Madrid City Center, Madrid","Double Interior Room
1 full bed
Free cancellation
Only 3 rooms left at this price on our site"
11616,Aspasios Calle Mayor Apartments,1601.0,9.0,1633.0,4.0,squares,"Madrid City Center, Madrid","Studio
Entire studio • 1 bathroom • 1 kitchen • 45m²
2 beds (1 full, 1 sofa bed)
Only 3 left at this price on our site"
11617,H21 Rooms,476.0,7.3,328.0,,,"Madrid City Center, Madrid","Double Room with Shared Bathroom
1 full bed"
11618,Apartamento acogedor y cómodo en Guindalera GUAD-D,931.0,8.1,13.0,,,"Salamanca, Madrid","One-Bedroom Apartment
1 full bed
Free cancellation"
11619,Modular Rooms,485.0,8.2,1785.0,,,"Madrid City Center, Madrid","Double Module in 4-Module Mixed dormitory Room
Bed in dorm
1 queen bed
Only 3 left at this price on our site"
11620,Charming Tirso de Molina IV,791.0,6.8,13.0,3.0,squares,"Madrid City Center, Madrid","One-Bedroom Apartment
Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 27m²
1 full bed"
11621,Hotel Liabeny,1808.0,8.9,9208.0,4.0,stars,"Madrid City Center, Madrid","Economy Double Room
1 full bed
Breakfast included"
11622,"Beautiful apartment in Chueca, center of Madrid",1661.0,9.5,45.0,4.0,squares,"Madrid City Center, Madrid","Two-Bedroom Apartment
2 full beds"
11623,MyHouseSpain - Apartamento en Chueca,1040.0,7.4,49.0,3.0,squares,"Madrid City Center, Madrid","Apartment with Shower
Entire apartment • 1 bedroom • 1 bathroom • 1 kitchen • 35m²
1 full bed
Free cancellation"
11624,Hostal Inn Madrid,1295.0,8.4,2784.0,3.0,squares,"Madrid City Center, Madrid","Double Room
1 full bed
Only 1 room left at this price on our site"
11625,NH Madrid Lagasca,1810.0,8.1,1591.0,4.0,stars,"Salamanca, Madrid","Standard Double or Twin Room
Beds: 1 double or 2 twins"
11626,Pensión Carrera,883.0,7.5,1538.0,2.0,stars,"Madrid City Center, Madrid","Double Room
1 full bed
Only 4 rooms left at this price on our site"
11627,New Best location in central Madrid Loft,1402.0,8.5,15.0,3.0,squares,"Madrid City Center, Madrid","Loft
Entire apartment • 2 bedrooms • 1 bathroom • 1 kitchen • 70m²
2 full beds"
11628,"Hotel Madrid Plaza de España, Affiliated by Meliá",1487.0,8.1,2975.0,4.0,stars,"Madrid City Center, Madrid","Double Standard
1 full bed"
11629,StopinFlat,1306.0,8.3,371.0,3.0,squares,"Madrid City Center, Madrid","Two-Bedroom Apartment - Cruz 11 Atico
Entire apartment • 2 bedrooms • 1 living room • 1 bathroom • 1 kitchen • 70m²
3 beds (2 fulls, 1 sofa bed)
Only 1 left at this price on our site"
11630,AparthotelTribunal,1293.0,8.9,49.0,3.0,squares,"Madrid City Center, Madrid","Double Room
1 full bed
Free cancellation
Only 2 rooms left at this price on our site"
11631,Avenida America en Madrid Capital,1036.0,7.7,499.0,3.0,squares,"Salamanca, Madrid","One-Bedroom Apartment VII
Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 60m²
2 beds (1 full, 1 sofa bed)
Only 3 left at this price on our site"
11632,Cozy apartmento in Lavapies-Sal34,963.0,7.3,21.0,,,"Madrid City Center, Madrid","Studio
Entire studio • 1 bathroom
2 beds (1 full, 1 sofa bed)
Free cancellation"
11633,Cozy Loft Near El Rastro with a Touch of Charm - Latina Toledo III,1085.0,6.9,6.0,,,"Madrid City Center, Madrid","Studio Apartment
Entire apartment • 1 bathroom • 1 kitchen • 35m²
Only 1 left at this price on our site"
11634,Wonder Apartments,1515.0,8.1,744.0,4.0,squares,"Madrid City Center, Madrid","Studio
Entire studio • 1 bathroom • 1 kitchen • 40m²
2 beds (1 full, 1 sofa bed)
Free cancellation
Only 1 left at this price on our site"
11635,Sterling,1325.0,8.0,1940.0,3.0,stars,"Madrid City Center, Madrid","Economy Double or Twin Room
2 twin beds
Only 2 rooms left at this price on our site"
11636,Ibis Styles Madrid Prado,1459.0,8.7,2085.0,3.0,stars,"Madrid City Center, Madrid","Standard Queen Room
1 full bed"
11637,Apartment Cardenal Cisneros,1242.0,8.0,15.0,,,"Chamberi, Madrid","Apartment with Terrace
2 beds (1 full, 1 sofa bed)
Free cancellation
Only 1 left at this price on our site"
11638,Axor Barajas,1171.0,8.7,5742.0,4.0,stars,"San Blas, Madrid","Double or Twin Room with free airport shuttle
Beds: 1 double or 2 twins"
11639,Apartamentos Dana Sol,1526.0,9.0,515.0,3.0,squares,"Madrid City Center, Madrid","Studio Apartment
Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 32m²
2 beds (1 full, 1 sofa bed)
Only 1 left at this price on our site"
11640,Hostal America,1691.0,8.0,2540.0,2.0,stars,"Madrid City Center, Madrid","Double or Twin Room
Beds: 1 double or 2 twins
Free cancellation
Only 3 rooms left at this price on our site"
11641,1881 Madrid Ventas Hotel,1624.0,8.9,1395.0,4.0,stars,"Ciudad Lineal, Madrid","Double or Twin Room
Beds: 1 double or 2 twins"
11642,Petit Palace Posada del Peine,1631.0,8.6,3708.0,4.0,stars,"Madrid City Center, Madrid","Small Double Room
1 full bed
Breakfast included
Only 3 rooms left at this price on our site"
11643,Apartamentos Cuerda Larga,690.0,9.6,100.0,3.0,squares,Madrid,"One-Bedroom Apartment
Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 35m²
2 beds (1 full, 1 sofa bed)
Free cancellation
Only 3 left at this price on our site"
11644,Abba Madrid,1345.0,8.7,2331.0,4.0,stars,"Salamanca, Madrid","Twin Room
2 twin beds
Free cancellation
No prepayment needed – pay at the property"
11645,Apartamentos San Isidro,1156.0,7.9,489.0,3.0,squares,"Madrid City Center, Madrid","Apartment with Terrace
Entire apartment • 1 bedroom • 1 living room • 1 bathroom
2 beds (1 full, 1 sofa bed)
Only 1 left at this price on our site"
11646,Hostal Escala Suites,1133.0,8.1,4844.0,,,"Hortaleza, Madrid","Small Interior Double Room
1 full bed
Only 1 room left at this price on our site"
11647,Céntrico Plaza España - Gran Vía V,1635.0,8.8,22.0,4.0,squares,"Madrid City Center, Madrid","Penthouse Apartment
Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 65m²
2 beds (1 full, 1 sofa bed)
Free cancellation"
11648,Apartamento Barajas Mercurio A,629.0,10.0,1.0,3.0,squares,"Barajas, Madrid","One-Bedroom Apartment
1 full bed
Free cancellation"
11649,Beautiful flat in Lavapiés-Embajadores,1028.0,8.4,8.0,3.0,squares,"Madrid City Center, Madrid","One-Bedroom Apartment
2 beds (1 full, 1 sofa bed)
Free cancellation"
11650,MOLINA - LA LATINA,993.0,7.1,254.0,3.0,squares,"Madrid City Center, Madrid","One-Bedroom Apartment
Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 45m²
2 beds (1 full, 1 sofa bed)
Free cancellation
Only 1 left at this price on our site"
11651,Regente Hotel,2742.0,8.5,5144.0,3.0,stars,"Madrid City Center, Madrid","Quadruple Room with City View
Beds: 1 double or 2 twins
Free cancellation
Only 2 rooms left at this price on our site"
11652,MAD Apartments by Olala Homes,1192.0,8.3,851.0,3.0,squares,"Puente de Vallecas, Madrid","Studio Apartment
Entire studio • 1 bathroom • 1 kitchen • 30m²
2 beds (1 full, 1 sofa bed)
Only 6 left at this price on our site"
11653,The Social Hub Madrid 4 star,1599.0,8.8,1574.0,4.0,stars,"Moncloa-Aravaca, Madrid","King Room
1 king bed"
11654,OXYGEN HOSTEL Capsula,969.0,7.9,2533.0,,,"Arganzuela, Madrid","Capsule Double Bed - Mixed Dormitory Room
Bed in dorm
1 full bed
Free cancellation
Only 7 beds left at this price on our site"
11655,Hostal Madrid Star,1035.0,8.3,2684.0,1.0,stars,"Madrid City Center, Madrid","Deluxe Double Room with City View
1 king bed
Only 3 rooms left at this price on our site"
11656,Atocha habitaciones,440.0,5.6,304.0,,,"Madrid City Center, Madrid","Double Room with Private External Bathroom
1 full bed
Only 2 rooms left at this price on our site"
11657,Hostal Paquita,580.0,7.8,1070.0,1.0,stars,"Fuencarral-El Pardo, Madrid","Double or Twin Room
Multiple bed types
Only 1 room left at this price on our site"
11658,BLESS Hotel Madrid - The Leading Hotels of the World,4047.0,8.4,998.0,5.0,stars,"Salamanca, Madrid","Superior Room
1 king bed
Free cancellation
Only 3 rooms left at this price on our site"
11659,Simone Apartments,758.0,8.7,160.0,3.0,squares,"Usera, Madrid","Superior Studio
Entire studio • 1 bathroom • 1 kitchen • 34m²
2 beds (1 full, 1 sofa bed)
Only 1 left at this price on our site"
11660,Hostal Ballesta,1150.0,8.3,2611.0,2.0,stars,"Madrid City Center, Madrid","Double or Twin Room with Balcony
Beds: 1 double or 2 twins
Only 2 rooms left at this price on our site"
11661,Hostal Las Fuentes,1076.0,8.2,3654.0,2.0,stars,"Madrid City Center, Madrid","Interior Comfort Double Room
1 full bed
Only 1 room left at this price on our site"
11662,"G4 Apartamento Exclusivo, Madrid",1023.0,8.7,23.0,,,"Ciudad Lineal, Madrid","One-Bedroom Apartment
2 beds (1 full, 1 sofa bed)
Free cancellation"
11663,Nice apartment in Calle Hortaleza 96,1158.0,7.8,7.0,,,"Madrid City Center, Madrid","One-Bedroom Apartment
1 full bed
Free cancellation"
11664,Apartamentos EconoStay Callao,827.0,,,3.0,squares,"Madrid City Center, Madrid","One-Bedroom Apartment
Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 20m²
2 beds (1 full, 1 sofa bed)
Free cancellation"
11665,MyHouseSpain - Fuencarral and Gran Vía,765.0,6.8,347.0,3.0,squares,"Madrid City Center, Madrid","Double Room with Shared Bathroom
1 full bed
Free cancellation
Only 2 rooms left at this price on our site"
11666,Loft I en Madrid,953.0,7.5,8.0,,,"Arganzuela, Madrid","One-Bedroom Apartment
2 beds (1 full, 1 sofa bed)
Free cancellation"
11667,Hostal Rofer,748.0,8.4,1005.0,1.0,stars,"Madrid City Center, Madrid","Double Room
1 full bed
Only 2 rooms left at this price on our site"
11668,Rosewood Villa Magna,6707.0,9.6,265.0,5.0,stars,"Salamanca, Madrid","Premier Double Room
1 king bed
Free cancellation
No prepayment needed – pay at the property"
11669,Radisson RED Madrid,1996.0,8.6,6888.0,4.0,stars,"Madrid City Center, Madrid","Standard Room - High Floor
Beds: 1 double or 2 twins"
11670,AbraCadabra Suites,591.0,7.3,1758.0,,,"Madrid City Center, Madrid","Double with Shared Bathroom with Balcony
1 full bed
Only 1 room left at this price on our site"
11671,Deluxe en plaza mayor,1231.0,8.1,22.0,3.0,squares,"Madrid City Center, Madrid","One-Bedroom Apartment
Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 40m²
1 full bed"
11672,Petit Palace Lealtad Plaza,1822.0,8.4,3017.0,4.0,stars,"Retiro, Madrid","Double or Twin Room
Beds: 1 double or 2 twins"
11673,Canillas - Mintystay Apartments,1368.0,8.4,65.0,4.0,squares,"Chamartín, Madrid","One-Bedroom Apartment
Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 48m²
2 beds (1 king, 1 sofa bed)
Free cancellation
Only 1 left at this price on our site"
11674,N1 Casa de Madrid - greenpeace line,594.0,5.6,1381.0,,,"Salamanca, Madrid","Double Room with Shared Bathroom
1 king bed
Free cancellation
Only 1 room left at this price on our site"
11675,Petit Palace Tres Cruces,1457.0,8.5,3518.0,3.0,stars,"Madrid City Center, Madrid","Double Room
Beds: 1 double or 2 twins
Free cancellation"
11676,Cozy flat 20 min from Puerta del Sol - Cordon,753.0,8.0,3.0,,,"Ciudad Lineal, Madrid","One-Bedroom Apartment
1 full bed"
11677,Apartamento interior-tranquilo en Chamberí - CISN,966.0,6.3,3.0,3.0,squares,"Chamberi, Madrid","One-Bedroom Apartment
Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 40m²
2 beds (1 full, 1 sofa bed)
Free cancellation"
11678,LUCIENTE,1165.0,8.7,73.0,3.0,squares,"Madrid City Center, Madrid","Standard Apartment
Entire apartment • 2 bedrooms • 1 living room • 2 bathrooms • 1 kitchen • 39m²
2 beds (1 full, 1 sofa bed)
Free cancellation"
11679,Dobo Homes - BQ38,1691.0,9.1,37.0,3.0,squares,"Madrid City Center, Madrid","One-Bedroom Apartment
Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 47m²
2 beds (1 sofa bed, 1 queen)
Free cancellation
Only 3 left at this price on our site"
11680,"TÓTEM Madrid, a Small Luxury Hotel of the World",2705.0,9.0,785.0,4.0,stars,"Salamanca, Madrid","Petite Double Room
1 queen bed
Only 3 rooms left at this price on our site"
11681,Central flat in the best location-COMEN-2-DE,1342.0,8.6,5.0,,,"Madrid City Center, Madrid","One-Bedroom Apartment
1 full bed
Free cancellation"
11682,Minty Stay - Hortaleza Studio,1118.0,7.9,53.0,3.0,squares,"Madrid City Center, Madrid","One-Bedroom Apartment
Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 35m²
2 beds (1 full, 1 sofa bed)
Free cancellation"
11683,Hotel Fenix Gran Meliá - The Leading Hotels of the World,3330.0,8.9,664.0,5.0,stars,"Salamanca, Madrid","Premium Room
Beds: 1 double or 2 twins
Free cancellation
No prepayment needed – pay at the property"
11684,Casa de huéspedes Mi lla,537.0,6.2,1860.0,,,"Madrid City Center, Madrid","Double Room with Balcony
1 full bed
Only 5 rooms left at this price on our site"
11685,easyHotel Madrid Centro Atocha,811.0,7.9,5371.0,2.0,stars,"Arganzuela, Madrid","Standard Twin Room
2 twin beds"
11686,Apartamento con terraza céntrico moderno Nuevo,947.0,8.8,66.0,3.0,squares,"Tetuan, Madrid","One-Bedroom Apartment
1 full bed
Free cancellation"
11687,Charming Madrid Ferrocarril - Estancias Temporales,932.0,7.5,41.0,3.0,squares,"Arganzuela, Madrid","Two-Bedroom Apartment
Entire apartment • 2 bedrooms • 1 living room • 1 bathroom • 55m²
2 full beds"
11688,"Mayor calle, alójate en el centro histórico de Madrid, junto a plaza Mayor y Mercado de San Miguel, edificio histórico 3er piso sin ascensor",1280.0,8.3,91.0,3.0,squares,"Madrid City Center, Madrid","One-Bedroom Apartment
Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 50m²
2 beds (1 full, 1 sofa bed)
Free cancellation"
11689,"InterContinental Madrid, an IHG Hotel",3787.0,8.9,419.0,5.0,stars,"Chamberi, Madrid","Premium Room
Multiple bed types
Breakfast included
Free cancellation
No prepayment needed – pay at the property
Only 6 rooms left at this price on our site"
11690,Exyca Malasaña,955.0,8.0,1.0,3.0,squares,"Madrid City Center, Madrid","One-Bedroom Apartment
Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 40m²
1 full bed
Free cancellation"
11691,Estudios Nuevos Madrid Centro,642.0,8.8,120.0,3.0,squares,"Villaverde, Madrid","Queen Room - Disability Access
1 queen bed
Free cancellation
Only 1 room left at this price on our site"
11692,JW Marriott Hotel Madrid,4909.0,8.7,172.0,5.0,stars,"Madrid City Center, Madrid","Deluxe King Room with City View and Balcony
1 king bed
Free cancellation
No prepayment needed – pay at the property
Only 5 rooms left at this price on our site"
11693,Apartamentos Tetuán Sandino,663.0,6.9,21.0,3.0,squares,"Tetuan, Madrid","Apartment - Ground Floor
Entire apartment • 2 bedrooms • 1 living room • 1 bathroom • 1 kitchen • 40m²
2 beds (1 twin, 1 full)
Only 1 left at this price on our site"
11694,Hostal Anton Martin,1434.0,8.5,3217.0,3.0,stars,"Madrid City Center, Madrid","Superior Double Room
1 king bed
Only 1 room left at this price on our site"
11695,Apartment in the center of Madrid-COMENDA-1-I,1333.0,8.3,30.0,,,"Madrid City Center, Madrid","One-Bedroom Apartment
2 beds (1 full, 1 sofa bed)
Free cancellation"
11696,Spacious Luxury 1BR in Centro! S.AN,1599.0,8.7,27.0,3.0,squares,"Madrid City Center, Madrid","One-Bedroom Apartment
Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 60m²
2 beds (1 full, 1 sofa bed)
Free cancellation"
